# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 2.080675207836364,2.836526357467119,0.46366207612507704,-2.217685633046497,-3.4821600255172886,34.640937676741245,2.71299714756578,0.3685960381112983,58.43190500840381,5274.092551247775
 2.0830400710678707,2.8376104563282487,0.4584192636116488,-2.216962251169094,-3.3113663018267054,34.5730730843071,3.3111354771986465,0.30201120035294965,72.22139589939994,5830.988746951881
 2.0853707384151745,2.8386668410455456,0.45325417997506845,-2.216139357062475,-3.108326250299075,34.50520849187295,3.963781845196354,0.25228431812206936,87.1167014728694,6391.0045295399395
 2.087669615763345,2.839697109781878,0.4481616808100749,-2.215211337414696,-2.8713782657380182,34.43734389943881,4.669627363159412,0.21414985013352594,103.07117287036031,6940.114230185669
 2.0899392501332215,2.8407028671995698,0.4431363179200775,-2.214172889121064,-2.5990086716829595,34.36947930700467,5.4258727953745085,0.1843021459796271,120.00593473120013,7461.449335455337
 2.092182336229654,2.841685725450532,0.4381723254071494,-2.213019161780166,-2.2898982635620975,34.30161471457052,6.228019377517983,0.16056468989319753,137.80585979845554,7935.462261374633
 2.0944017234715933,2.8426473051672776,0.4332636047350269,-2.211745917685635,-1.942971864613942,34.23375012213637,7.069693502317017,0.14144884777144306,156.3162986577476,8340.337598371925
 2.096600423535135,2.8435892364288153,0.4284037086988821,-2.2103497046870197,-1.557449632243096,34.16588552970223,7.942525990986181,0.12590452975978683,175.34098386745688,8652.696893574379
 2.0987816184427133,2.84451315967155,0.4235858242307632,-2.208828037962033,-1.1328984539681415,34.09802093726808,8.836108296702449,0.11317199455026944,194.641559449779,8848.624905213519
 2.100948669236844,2.8454207265121005,0.4188027539588763,-2.207179584733999,-0.6692813782168974,34.03015634483394,9.738047584955538,0.10268998906361021,213.93918269332468,8905.016576358881
 2.103105125286969,2.8463136004469427,0.4140468964300897,-2.2054043385260864,-0.16700267986905093,33.96229175239979,10.634139818892152,0.09403675492619001,232.91858803184113,8801.202017270836
 2.1052547342946,2.8471934573932316,0.409310224866651,-2.203503775162552,0.37305409815753254,33.89442715996565,11.508673913591657,0.08689098392291814,251.2348878839674,8520.758792460834
 2.1074014530871494,2.848061986036545,0.4045842642863498,-2.2014809749203645,0.9494978974369755,33.826562567531504,12.344870912292265,0.0810053022915178,268.52319981552535,8053.365905008916
 2.109549459326662,2.848920887954858,0.3998600667511674,-2.199340694771241,1.5604143848466716,33.75869797509736,13.125450027708705,0.07618786387430015,284.4109463799073,7396.508572520585
 2.1117031643081914,2.84977187749396,0.39512818440791353,-2.1970893803168705,2.203365066361473,33.690833382663214,13.83329949247065,0.07228933346988488,298.53238351067546,6556.811286539289
 2.1138672270857093,2.8506166813776477,0.3903786398731086,-2.194735099252738,2.8754031000253812,33.622968790229066,14.452215896074595,0.0691935414742602,310.5446111109168,5550.775940991344
 2.1160465702434106,2.8514570380461612,0.3856008933443719,-2.1922873925812176,3.573106830418068,33.555104197794925,14.96766327930302,0.06681069592090434,320.14404336791245,4404.736456061778
 2.118246397729137,2.85229469672792,0.38078380563652875,-2.1897570328124685,4.292631062070849,33.487239605360784,15.36749481148117,0.06507241500761025,327.0821172666847,3153.917270236192
 2.12046762063307,2.853131416261791,0.3766931866178906,-1.8416067164600671,5.029774955534338,33.419375012926636,15.642577471420898,0.06392808358002428,331.8639890477575,2152.8104057479686
 2.1227060877851267,2.8539689636991996,0.3741611471220053,-1.1311488281428395,5.7800642749638325,33.35151042049249,15.787264873018925,0.06334219436002753,335.17995505991877,1481.3556719446944
 2.124957130543804,2.8548091127261648,0.37322659630812305,-0.41516351045744826,6.5388446593251786,33.28364582805835,15.799675336916792,0.06329243979231941,337.0795074577842,843.8544272617872
 2.127216115069129,2.855653641954047,0.37385348080713304,0.27750721263562733,7.301381753357371,33.2157812356242,15.681750198731876,0.06376839238778757,337.5574668544668,211.5815275953785
 2.1294784731108622,2.8565043331336493,0.3760196944558532,0.9575025741993863,8.062963519183104,33.14791664319006,15.439088770712292,0.06477066197695451,336.6318468505115,-409.13948494470753
